tag_name,release_name,published_at,target_commitish,html_url,draft,prerelease
0.0.5_beta.2,v0.0.5_beta.2,2022-09-01T01:14:34Z,b2db454f28a7507f6eb114aace5e14d2b7d58b2b,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.5_beta.2,False,False
0.0.5_beta.1,v0.0.5_beta.1,2022-08-25T08:52:04Z,8cf1fee81a0ada5270649b97f0240977a5b813f0,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.5_beta.1,False,False
0.0.4,v0.0.4,2022-06-06T13:06:37Z,4850a97315dead083303327255856d78acbcce59,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.4,False,False
0.0.4_beta.3,v0.0.4-beta.3,2022-05-02T04:50:09Z,a298f7c57626c9bae885863cf98cd300a48f088a,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.4_beta.3,False,False
0.0.4_beta.2,v0.0.4-beta.2,2022-04-11T13:35:02Z,a19536d525e4fcf42e236f53ca64667e9fa7c638,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.4_beta.2,False,False
0.0.4_beta.1,v0.0.4-beta.1,2022-04-08T06:48:14Z,814fdfe8e9b9d4b4d40c72eb89c5b0a96f2e6bbe,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.4_beta.1,False,False
0.0.3,v0.0.3,2022-02-21T02:40:19Z,dd8c26df0257c8ad718eda3543f71bc9289a3d9b,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.3,False,False
0.0.3_beta.2,v0.0.3-beta.2,2022-02-07T08:48:50Z,main,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.3_beta.2,False,True
0.0.3_beta.1,v0.0.3-beta.1,2022-01-30T03:25:41Z,main,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.3_beta.1,False,True
0.0.2,V 0.0.2,2021-11-15T10:27:48Z,main,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.2,False,False
0.0.1,V 0.0.1 - macOS,2021-11-13T06:53:36Z,main,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.1,False,False
